document,comment_id,type,start,end,comment,flausch,translated,id
NDY-247,227,positive feedback,0,31,Dieses Video war eine gute idee für leute die noch nie ein date mit einem mädchen hatten und kurz davor sind und nicht wissen wie sie sich verhalten sollen haste echt gut gemacht natürlich brauche ich sowas nicht :D :D :D :D,yes,This video was a good idea for people who have never had a date with a girl and are close to it and don't know how to behave have really done well of course I don't need such a thing :D :D :D :D,NDY-247_227
NDY-247,227,compliment,156,178,Dieses Video war eine gute idee für leute die noch nie ein date mit einem mädchen hatten und kurz davor sind und nicht wissen wie sie sich verhalten sollen haste echt gut gemacht natürlich brauche ich sowas nicht :D :D :D :D,yes,This video was a good idea for people who have never had a date with a girl and are close to it and don't know how to behave have really done well of course I don't need such a thing :D :D :D :D,NDY-247_227
NDY-247,229,positive feedback,9,39,ey junge das video ist richtig cool !!! und die tipps sind hammer cool !! lgsophia,yes,ey boy the video is really cool !!! and the tips are awesome cool !! lgsophia,NDY-247_229
NDY-247,229,positive feedback,44,73,ey junge das video ist richtig cool !!! und die tipps sind hammer cool !! lgsophia,yes,ey boy the video is really cool !!! and the tips are awesome cool !! lgsophia,NDY-247_229
NDY-247,231,positive feedback,0,27,"kein rosa , find ich gut ;)",yes,"no pink , I like ;)",NDY-247_231
NDY-247,232,sympathy,0,85,"du tust mir total leid , wenn du schon so viele schlechte erfahrungen gemacht hast =(",yes,you feel so sorry for me when you've already had so many bad experiences =(,NDY-247_232
NDY-247,249,positive feedback,0,16,"hahaha wie süüüß loool ... ich finde eigentlich das er schon alle wichtigen punkte anprichtdas mit hemd und rose muss jetzt nicht unbedingt sein aber das mit dem zahlen , da hat er vollkommen recht , was nach dem ersten date passiert ist egal aber sicher ist das es kein zweites geben wird wenn der mann beim ersten nicht zahlt , das geht GARNICHT ! schlaues bürschen ..",yes,"hahaha like sweet loool ... I actually find that he already has all the important points to address that with shirt and rose doesn't necessarily have to be now but that with the pay, because he is absolutely right, what happens after the first date doesn't matter but sure that there won't be a second if the man doesn't pay at the first, that's GARNICHT! smart brushing..",NDY-247_249
NDY-247,255,positive feedback,105,130,das is so ... : `` weil es den bleibenden eindruck ..... LIEFORT´´achtet mal auf das liefert zu geil ... deine videos sind cool :) hab ich auch schon erwähnt ...,yes,that's so ... : `` because it's the lasting impression ..... LIEFORT ́ ́ pays attention to the delivers too cool ... your videos are cool :) I already mentioned ...,NDY-247_255
NDY-247,257,positive feedback,3,24,Ey finde ich vooll GAILl das ALLEZ STIMMT supa süss,yes,Ey I find vooll GAILl the ALLEZ VOICE Supa sweet,NDY-247_257
NDY-247,257,positive feedback,42,51,Ey finde ich vooll GAILl das ALLEZ STIMMT supa süss,yes,Ey I find vooll GAILl the ALLEZ VOICE Supa sweet,NDY-247_257
NDY-247,259,agreement,0,29,"ja , das war echt das geilste . danke alter , du hast mein leben mit deiner großherzigkeit bereichert .",yes,"yes, that was really the coolest. thank you old, you have enriched my life with your generosity.",NDY-247_259
NDY-247,259,gratitude,32,101,"ja , das war echt das geilste . danke alter , du hast mein leben mit deiner großherzigkeit bereichert .",yes,"yes, that was really the coolest. thank you old, you have enriched my life with your generosity.",NDY-247_259
NDY-247,260,affection declaration,0,23,haha du bist so cool :D,yes,haha you are so cool :D,NDY-247_260
NDY-247,261,affection declaration,0,24,irgendwie bist du süß :D,yes,somehow you're cute :D,NDY-247_261
NDY-247,262,encouragement,0,23,weita so mein freund ^^ . 5 sterne,yes,farta so my friend ^^ . 5 stars,NDY-247_262
NDY-247,262,positive feedback,26,34,weita so mein freund ^^ . 5 sterne,yes,farta so my friend ^^ . 5 stars,NDY-247_262
NDY-247,264,positive feedback,372,386,Also in paar Punkten kann ich nicht voll zustimmen ... vor allem der Punkt Mann muss für beide zahlen vollkommender Nonsense . Mehr kann man einer Frau doch garnicht signalisieren das man sich ausnehmen lässt und dies auch später so in der Beziehung laufen könnte . Allgemein kann man auch nicht sagen das es eine perfekte Formel gibt nach der sich jeder zu richten hat . Tipps sind gut aber man muss auch er selbst sein - verstellen bringt auf dauer auch wenig !,yes,So in some points I can not fully agree ... especially the point man has to pay for both perfect nonsense . More you can't signal to a woman that you can be taken out and this could also run later in the relationship . Generally you can't say that there is a perfect formula after which everyone has to adjust . Tips are good but you also have to be himself - adjust brings in a little longer !,NDY-247_264
NDY-247,269,gratitude,0,10,"Dankeschön ! Das ist so hilfreich ! Aber was macht man als schwules Pärchen beim Bezahlen ? Ich vertrau da voll auf deine Erfahrungen :D Wie war das in dem Video was ich davor sah ? Du bist Singel ? Warum denn das ? Wo man dich doch als , ich zitiere : die Definition für Schönheit an einem Jungen bezeichnet Oo Such dir ganz schnell n Freund .. oder von miraus auch ne Freundin wenn du meinst ... ;-)",yes,"Thank you! That's so helpful! But what do you do as a gay couple when paying? I trust in your experiences:D How was that in the video I saw before? You're Singel? Why that? Where you're being called, I quote: the definition of beauty in a boy is called Oo Find a friend very quickly.. or from me also a friend if you mean ... ;-)",NDY-247_269
NDY-247,269,positive feedback,13,35,"Dankeschön ! Das ist so hilfreich ! Aber was macht man als schwules Pärchen beim Bezahlen ? Ich vertrau da voll auf deine Erfahrungen :D Wie war das in dem Video was ich davor sah ? Du bist Singel ? Warum denn das ? Wo man dich doch als , ich zitiere : die Definition für Schönheit an einem Jungen bezeichnet Oo Such dir ganz schnell n Freund .. oder von miraus auch ne Freundin wenn du meinst ... ;-)",yes,"Thank you! That's so helpful! But what do you do as a gay couple when paying? I trust in your experiences:D How was that in the video I saw before? You're Singel? Why that? Where you're being called, I quote: the definition of beauty in a boy is called Oo Find a friend very quickly.. or from me also a friend if you mean ... ;-)",NDY-247_269
NDY-247,270,positive feedback,40,71,ich glaub er redet einfach gern xD aber es macht echt spaß zuzuhören xD,yes,I think he just likes to talk xD but it's really fun listening xD,NDY-247_270
NDY-247,275,positive feedback,0,19,"Interessantes video aber ehrlich gesagt , es gibt auch Mädchen die keine Rosen mögen ! Ich persönlich finde sie langweilig und einfallslos :D . Also da müsste man sich vorher informieren ! Und noch was : Das mit dem der Junge / Mann muss zahlen find ich total lächerlich ... Wenn das plötzlich alles versaut , dann war das Treffen wohl auch so nicht viel wert :) Naja ich finds trotzdem recht nett das du versuchst allen zu helfen , und deine videos sind oft hilfreich und vorallem UNTERHALTSAM ! :D",yes,"Interesting video but honestly, there are also girls who don't like roses! I personally find them boring and unimaginable:D. So there you have to inform yourself before! And still what: That with the boy / man must pay I find totally ridiculous ... If all this suddenly messed up, then the meeting was probably not worth much :) Well I find nevertheless quite nice that you try to help everyone, and your videos are often helpful and above all SUSTAINABILITY! :D",NDY-247_275
NDY-247,275,compliment,368,430,"Interessantes video aber ehrlich gesagt , es gibt auch Mädchen die keine Rosen mögen ! Ich persönlich finde sie langweilig und einfallslos :D . Also da müsste man sich vorher informieren ! Und noch was : Das mit dem der Junge / Mann muss zahlen find ich total lächerlich ... Wenn das plötzlich alles versaut , dann war das Treffen wohl auch so nicht viel wert :) Naja ich finds trotzdem recht nett das du versuchst allen zu helfen , und deine videos sind oft hilfreich und vorallem UNTERHALTSAM ! :D",yes,"Interesting video but honestly, there are also girls who don't like roses! I personally find them boring and unimaginable:D. So there you have to inform yourself before! And still what: That with the boy / man must pay I find totally ridiculous ... If all this suddenly messed up, then the meeting was probably not worth much :) Well I find nevertheless quite nice that you try to help everyone, and your videos are often helpful and above all SUSTAINABILITY! :D",NDY-247_275
NDY-247,275,positive feedback,437,499,"Interessantes video aber ehrlich gesagt , es gibt auch Mädchen die keine Rosen mögen ! Ich persönlich finde sie langweilig und einfallslos :D . Also da müsste man sich vorher informieren ! Und noch was : Das mit dem der Junge / Mann muss zahlen find ich total lächerlich ... Wenn das plötzlich alles versaut , dann war das Treffen wohl auch so nicht viel wert :) Naja ich finds trotzdem recht nett das du versuchst allen zu helfen , und deine videos sind oft hilfreich und vorallem UNTERHALTSAM ! :D",yes,"Interesting video but honestly, there are also girls who don't like roses! I personally find them boring and unimaginable:D. So there you have to inform yourself before! And still what: That with the boy / man must pay I find totally ridiculous ... If all this suddenly messed up, then the meeting was probably not worth much :) Well I find nevertheless quite nice that you try to help everyone, and your videos are often helpful and above all SUSTAINABILITY! :D",NDY-247_275
NDY-247,276,positive feedback,0,24,haha wie süß du bist . 3,yes,haha how cute you are. 3,NDY-247_276
NDY-247,285,compliment,0,33,wie geiil du dich entwickelt hast also von diesem ( mit ) ersten video biss heute ect coole tipps x33,yes,how horny you have developed so from this ( with ) first video bit today ect cool tips x33,NDY-247_285
NDY-247,285,positive feedback,82,101,wie geiil du dich entwickelt hast also von diesem ( mit ) ersten video biss heute ect coole tipps x33,yes,how horny you have developed so from this ( with ) first video bit today ect cool tips x33,NDY-247_285
NDY-247,286,compliment,0,75,"Ich find's cool , dass du gejobbt hast , um dein Taschengeld aufzubessern .",yes,I think it's cool that you were working to improve your pocket money.,NDY-247_286
NDY-247,287,positive feedback,0,31,Dein Anfang war ja voll süß !!!,yes,Your beginning was sweet !!!,NDY-247_287
NDY-247,289,positive feedback,0,25,mag deine videos total :) super xDD liebe grüße 333,yes,likes your videos totally :) super xDD love greetings 333,NDY-247_289
NDY-247,289,positive feedback,26,35,mag deine videos total :) super xDD liebe grüße 333,yes,likes your videos totally :) super xDD love greetings 333,NDY-247_289
NDY-247,291,positive feedback,0,11,★ ★ ★ ★ ★ ㋡,yes,★ ★ ★ ★ ★,NDY-247_291
NDY-247,300,affection declaration,0,33,Ich finde dich echt Sympatisch ;) ... Bist echt mutig als Junge solche Videos zu machen :) ... Viel Erfolg ... lG Alexandra,yes,I find you really sympathetic ;) ... Are really brave as a boy to make such videos :) ... Good luck ... lG Alexandra,NDY-247_300
NDY-247,300,compliment,38,90,Ich finde dich echt Sympatisch ;) ... Bist echt mutig als Junge solche Videos zu machen :) ... Viel Erfolg ... lG Alexandra,yes,I find you really sympathetic ;) ... Are really brave as a boy to make such videos :) ... Good luck ... lG Alexandra,NDY-247_300
NDY-247,300,encouragement,95,106,Ich finde dich echt Sympatisch ;) ... Bist echt mutig als Junge solche Videos zu machen :) ... Viel Erfolg ... lG Alexandra,yes,I find you really sympathetic ;) ... Are really brave as a boy to make such videos :) ... Good luck ... lG Alexandra,NDY-247_300
NDY-247,304,positive feedback,3,6,xD süß,yes,xD sweet,NDY-247_304
NDY-247,308,positive feedback,0,10,wie süß ^^ wenn man jetzt mal ein vergleich aufstellen würde .. * knuffl *,yes,how sweet ^^ if you would make a comparison now .. * kuffl *,NDY-247_308
NDY-247,308,positive feedback,64,74,wie süß ^^ wenn man jetzt mal ein vergleich aufstellen würde .. * knuffl *,yes,how sweet ^^ if you would make a comparison now .. * kuffl *,NDY-247_308
NDY-247,313,gratitude,0,40,dank dir hab ich jetzt n freund =D ♥ ♥ ♥,yes,thanks to you I have now n friend =D ♥ ♥ ♥,NDY-247_313
NDY-247,314,affection declaration,0,25,"du bist ja echt ganz cool , aber OH JE lasst die rosen weg jungs ! ehrlich , rose ist ganz ganz ganz unpassend !",yes,"You're really cool, but OH JE let the roses go young! Honestly, rose is quite inappropriate!",NDY-247_314
NDY-247,317,positive feedback,213,251,"hey eine frage zum bezahlen : ich habs immer so gemacht , das bei den ersten dates wir getrennt bezahlt haben und es kam immer gut damit keine verpflichtungen beim ersten mal entstehen . was denkst du denn dazu ? finde deine videos im übrigen super :D beste grüße",yes,"hey a question to pay: I have always done so, that at the first dates we have paid separately and it always came well with no obligations to arise the first time. what do you think about it? find your videos by the way super:D best greetings",NDY-247_317
NDY-247,326,affection declaration,66,142,"Zeigt ihr , dass ihr sie schätzen TUT Samiiiiiiiiiiiiiiiiiiiiii - Du bist definitiv der megamillionenoberlustigste Typ auf der ganzen Welt :o) Aaaber : Du meinst das ja letztendlich alles wirklich , was Du da sagst und mal ehrlich : Wer Dich nicht heiraten willl , ist bekloppt ;o) 5 * * * * * * knuuutsch *",yes,Show her that you value her TUT Samiiiiiiiiiiiiiiiiiiiii - You are definitely the most megamillion-loving guy in the world :o) Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,NDY-247_326
NDY-247,326,positive feedback,282,307,"Zeigt ihr , dass ihr sie schätzen TUT Samiiiiiiiiiiiiiiiiiiiiii - Du bist definitiv der megamillionenoberlustigste Typ auf der ganzen Welt :o) Aaaber : Du meinst das ja letztendlich alles wirklich , was Du da sagst und mal ehrlich : Wer Dich nicht heiraten willl , ist bekloppt ;o) 5 * * * * * * knuuutsch *",yes,Show her that you value her TUT Samiiiiiiiiiiiiiiiiiiiii - You are definitely the most megamillion-loving guy in the world :o) Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,NDY-247_326
NDY-247,331,positive feedback,69,77,oo voll schüchtern so und bei deinem neusten video gaanz anders hehe iwie süß,yes,oo full shy so and at your latest video gaanz different hehe iwie cute,NDY-247_331
NDY-247,332,positive feedback,0,11,"ach wie süß ... ich hab grad das letzte video .. ( in diesem jahr ) gesehen . und jetzt hier , der 100. abonnent bekommt auch n parfüm , was relativ gut riecht ^^ ;) go sami !",yes,"oh how sweet ... I just watched the last video .. (this year) and now here, the 100th abonnent gets also n perfume, which smells relatively good ^^ ;) go sami!",NDY-247_332
NDY-247,332,encouragement,166,175,"ach wie süß ... ich hab grad das letzte video .. ( in diesem jahr ) gesehen . und jetzt hier , der 100. abonnent bekommt auch n parfüm , was relativ gut riecht ^^ ;) go sami !",yes,"oh how sweet ... I just watched the last video .. (this year) and now here, the 100th abonnent gets also n perfume, which smells relatively good ^^ ;) go sami!",NDY-247_332
NDY-247,333,encouragement,161,170,ohman eyy samy damals hast du dich so gefreut weil du 25 abonenten hattest aber jetzt .. hats du fast 60.000 abonenten jetzt muss du dich noch mehr freuen ^^ xD weiter so 5 * * * * *,yes,"ohman eyy samy back then you were so happy because you had 25 subscribers but now .. you have almost 60,000 subscribers now you have to be even more happy ^^ xD continue like 5 * * * *",NDY-247_333
NDY-247,333,positive feedback,171,182,ohman eyy samy damals hast du dich so gefreut weil du 25 abonenten hattest aber jetzt .. hats du fast 60.000 abonenten jetzt muss du dich noch mehr freuen ^^ xD weiter so 5 * * * * *,yes,"ohman eyy samy back then you were so happy because you had 25 subscribers but now .. you have almost 60,000 subscribers now you have to be even more happy ^^ xD continue like 5 * * * *",NDY-247_333
NDY-247,338,positive feedback,212,226,"find ich gut , das video , aber ich als mädchen muss sagen , dass es mir einfach nur peinlich ist , wenn ein junge für mich bezahlen will , also bei den ersten treffen ... ^^ aber das ist wohl geschmackssache ;) 5 * fürs vid ! gefällt mir wie immer ! :)",yes,"I find it good, the video, but I as a girl must say that it's just embarrassing for me if a boy wants to pay for me, so at the first meeting... ^^ but that's probably a matter of taste ;) 5 * for vid! I like it as always ! :)",NDY-247_338
NDY-247,338,positive feedback,227,253,"find ich gut , das video , aber ich als mädchen muss sagen , dass es mir einfach nur peinlich ist , wenn ein junge für mich bezahlen will , also bei den ersten treffen ... ^^ aber das ist wohl geschmackssache ;) 5 * fürs vid ! gefällt mir wie immer ! :)",yes,"I find it good, the video, but I as a girl must say that it's just embarrassing for me if a boy wants to pay for me, so at the first meeting... ^^ but that's probably a matter of taste ;) 5 * for vid! I like it as always ! :)",NDY-247_338
NDY-247,369,positive feedback,0,25,"aaaaaaaw . wie knuffig :D hohe Qualität ? :) Heute würdest du dich dafür entschuldigen sone miese Quali zu bringen * g * sooooo .... anders ;) mach weiter so , wie du jetzt bist , aber entwickeln nicht vergessen , wa ? :) Sami ? Love ya !",yes,"aaaaaaaw . how cuddly :D high quality ? :) Today you would apologize to bring some bad quality * g * sooooo .... different ;) continue as you are now , but don't forget to develop , wa ? :) Sami ? Love ya !",NDY-247_369
NDY-247,369,encouragement,143,157,"aaaaaaaw . wie knuffig :D hohe Qualität ? :) Heute würdest du dich dafür entschuldigen sone miese Quali zu bringen * g * sooooo .... anders ;) mach weiter so , wie du jetzt bist , aber entwickeln nicht vergessen , wa ? :) Sami ? Love ya !",yes,"aaaaaaaw . how cuddly :D high quality ? :) Today you would apologize to bring some bad quality * g * sooooo .... different ;) continue as you are now , but don't forget to develop , wa ? :) Sami ? Love ya !",NDY-247_369
NDY-247,369,affection declaration,229,238,"aaaaaaaw . wie knuffig :D hohe Qualität ? :) Heute würdest du dich dafür entschuldigen sone miese Quali zu bringen * g * sooooo .... anders ;) mach weiter so , wie du jetzt bist , aber entwickeln nicht vergessen , wa ? :) Sami ? Love ya !",yes,"aaaaaaaw . how cuddly :D high quality ? :) Today you would apologize to bring some bad quality * g * sooooo .... different ;) continue as you are now , but don't forget to develop , wa ? :) Sami ? Love ya !",NDY-247_369
NDY-247,387,positive feedback,0,10,Wie Süß xD Bei einem Ersten Video soo ganz anders iwie ... Unsicher ... hast dich gebessert =) Obwohl du schon zimlich gut beim ersten video warst =),yes,How sweet xD With a first video soo quite different iwie ... Uncertain ... has improved you =) Although you were already zimlich good at the first video =),NDY-247_387
NDY-247,387,compliment,72,94,Wie Süß xD Bei einem Ersten Video soo ganz anders iwie ... Unsicher ... hast dich gebessert =) Obwohl du schon zimlich gut beim ersten video warst =),yes,How sweet xD With a first video soo quite different iwie ... Uncertain ... has improved you =) Although you were already zimlich good at the first video =),NDY-247_387
NDY-247,387,compliment,95,149,Wie Süß xD Bei einem Ersten Video soo ganz anders iwie ... Unsicher ... hast dich gebessert =) Obwohl du schon zimlich gut beim ersten video warst =),yes,How sweet xD With a first video soo quite different iwie ... Uncertain ... has improved you =) Although you were already zimlich good at the first video =),NDY-247_387
NDY-247,388,positive feedback,223,243,"Ich hasse Leute , die an allem immer etwas zu kritisieren haben . Er will seinen Mitmenschen seine Erfahrungen mitteilen und somit auch Tipps geben und andere haben nichts besseres zu tun , als dumme Kommentare abzugeben . Ich mag deine Videos , beinhalten viele Ideen auf die man selbst vielleicht nicht gekommen wäre . Mach weiter so , denn schließlich kann man es nicht jedem recht machen . ( ;",yes,"I hate people who always have something to criticize about everything. He wants to share his experiences with his fellow human beings and thus also give tips and others have nothing better to do than to make stupid comments. I like your videos, contain many ideas that you might not have come up with yourself. Keep up the same, because after all you can't do it right everyone. (;",NDY-247_388
NDY-247,388,encouragement,321,335,"Ich hasse Leute , die an allem immer etwas zu kritisieren haben . Er will seinen Mitmenschen seine Erfahrungen mitteilen und somit auch Tipps geben und andere haben nichts besseres zu tun , als dumme Kommentare abzugeben . Ich mag deine Videos , beinhalten viele Ideen auf die man selbst vielleicht nicht gekommen wäre . Mach weiter so , denn schließlich kann man es nicht jedem recht machen . ( ;",yes,"I hate people who always have something to criticize about everything. He wants to share his experiences with his fellow human beings and thus also give tips and others have nothing better to do than to make stupid comments. I like your videos, contain many ideas that you might not have come up with yourself. Keep up the same, because after all you can't do it right everyone. (;",NDY-247_388
NDY-247,398,positive feedback,0,22,ohh .. wie lieb !!! :),yes,ohh .. how sweet !!! :),NDY-247_398
NDY-247,401,positive feedback,19,47,"das erste video :D es ist einfach seeehr gut :) also es kommt sooo ehrlich rüber :D die danach auch und so .. aber deine neusten videos sind .. irgendwie zuu perfekt . also ich finde sie noch gut , aber dieses hier gefällt mir halt am besten =) danke trotzdem für deine tutorials , sie sind lustig und es macht spaß zuzusehen . liebe grüße :-)",yes,"the first video :D it's just very good :) so it comes sooo honest over :D the afterwards also and so .. but your latest videos are .. somehow zuu perfect . so I still like them, but this one I like best =) thanks anyway for your tutorials , they are funny and it's fun to watch . dear greetings :-)",NDY-247_401
NDY-247,401,positive feedback,53,106,"das erste video :D es ist einfach seeehr gut :) also es kommt sooo ehrlich rüber :D die danach auch und so .. aber deine neusten videos sind .. irgendwie zuu perfekt . also ich finde sie noch gut , aber dieses hier gefällt mir halt am besten =) danke trotzdem für deine tutorials , sie sind lustig und es macht spaß zuzusehen . liebe grüße :-)",yes,"the first video :D it's just very good :) so it comes sooo honest over :D the afterwards also and so .. but your latest videos are .. somehow zuu perfect . so I still like them, but this one I like best =) thanks anyway for your tutorials , they are funny and it's fun to watch . dear greetings :-)",NDY-247_401
NDY-247,401,positive feedback,173,244,"das erste video :D es ist einfach seeehr gut :) also es kommt sooo ehrlich rüber :D die danach auch und so .. aber deine neusten videos sind .. irgendwie zuu perfekt . also ich finde sie noch gut , aber dieses hier gefällt mir halt am besten =) danke trotzdem für deine tutorials , sie sind lustig und es macht spaß zuzusehen . liebe grüße :-)",yes,"the first video :D it's just very good :) so it comes sooo honest over :D the afterwards also and so .. but your latest videos are .. somehow zuu perfect . so I still like them, but this one I like best =) thanks anyway for your tutorials , they are funny and it's fun to watch . dear greetings :-)",NDY-247_401
NDY-247,401,gratitude,245,279,"das erste video :D es ist einfach seeehr gut :) also es kommt sooo ehrlich rüber :D die danach auch und so .. aber deine neusten videos sind .. irgendwie zuu perfekt . also ich finde sie noch gut , aber dieses hier gefällt mir halt am besten =) danke trotzdem für deine tutorials , sie sind lustig und es macht spaß zuzusehen . liebe grüße :-)",yes,"the first video :D it's just very good :) so it comes sooo honest over :D the afterwards also and so .. but your latest videos are .. somehow zuu perfect . so I still like them, but this one I like best =) thanks anyway for your tutorials , they are funny and it's fun to watch . dear greetings :-)",NDY-247_401
NDY-247,401,positive feedback,282,325,"das erste video :D es ist einfach seeehr gut :) also es kommt sooo ehrlich rüber :D die danach auch und so .. aber deine neusten videos sind .. irgendwie zuu perfekt . also ich finde sie noch gut , aber dieses hier gefällt mir halt am besten =) danke trotzdem für deine tutorials , sie sind lustig und es macht spaß zuzusehen . liebe grüße :-)",yes,"the first video :D it's just very good :) so it comes sooo honest over :D the afterwards also and so .. but your latest videos are .. somehow zuu perfect . so I still like them, but this one I like best =) thanks anyway for your tutorials , they are funny and it's fun to watch . dear greetings :-)",NDY-247_401
NDY-247,405,positive feedback,158,169,auch wenn er schwul ist seit ihr jämmerliche hater die nix auf die reihe bekommen haben in ihren scheiss verkackten leben ! wer zustimmt und kein hater ist ! daumen hoch,yes,even if he's gay since her pathetic hater got the nix on the row in their shitty fucking lives ! who agrees and no haster is ! daumen high,NDY-247_405
NDY-247,426,compliment,0,41,wie unsicher du füher noch warst ;) . Süß .,yes,how uncertain you felt ;) . Cute .,NDY-247_426
NDY-247,431,positive feedback,0,28,Gute Ratschläge für Junge ;p Mag dich :),yes,Good advice for boy ;p Likes you :),NDY-247_431
NDY-247,431,affection declaration,29,40,Gute Ratschläge für Junge ;p Mag dich :),yes,Good advice for boy ;p Likes you :),NDY-247_431
NDY-247,437,gratitude,6,63,"hey , dadnke für deine tipps etc. .. waren richtig hilfreich ;) es hat gefunzt ;D Im totally in love xDD",yes,"hey , dadnke for your tips etc. were really helpful ;) it was fun ;D In totally in love xDD",NDY-247_437
NDY-247,443,positive feedback,4,66,"... also ich fand die tipps sehr gut und werde sie auch anwenden ! danke samiiii :) also ich finds auch ganz schön fies das manche leute hier immer so schlecht bewerten .. sollen sies doch besser machen , ganz echt - . - das war ja auch erst dein einstieg in youtube und wie man heute sieht , gibt es immer mehr die wirklich gute tutorials schätzen !",yes,"... so I found the tips very good and will also use them ! thank you samiii :) so I also find quite nasty that some people here always rate so badly .. should do it better , quite real - . - that was also first your entrance in youtube and as you can see today , there is always more the really good tutorials appreciate !",NDY-247_443
NDY-247,443,gratitude,67,83,"... also ich fand die tipps sehr gut und werde sie auch anwenden ! danke samiiii :) also ich finds auch ganz schön fies das manche leute hier immer so schlecht bewerten .. sollen sies doch besser machen , ganz echt - . - das war ja auch erst dein einstieg in youtube und wie man heute sieht , gibt es immer mehr die wirklich gute tutorials schätzen !",yes,"... so I found the tips very good and will also use them ! thank you samiii :) so I also find quite nasty that some people here always rate so badly .. should do it better , quite real - . - that was also first your entrance in youtube and as you can see today , there is always more the really good tutorials appreciate !",NDY-247_443
NDY-247,443,positive feedback,316,339,"... also ich fand die tipps sehr gut und werde sie auch anwenden ! danke samiiii :) also ich finds auch ganz schön fies das manche leute hier immer so schlecht bewerten .. sollen sies doch besser machen , ganz echt - . - das war ja auch erst dein einstieg in youtube und wie man heute sieht , gibt es immer mehr die wirklich gute tutorials schätzen !",yes,"... so I found the tips very good and will also use them ! thank you samiii :) so I also find quite nasty that some people here always rate so badly .. should do it better , quite real - . - that was also first your entrance in youtube and as you can see today , there is always more the really good tutorials appreciate !",NDY-247_443
NDY-247,444,positive feedback,46,62,"najaaa gut lichtverhältnisse ? nein spaß sehr sehr süßes video , ich wuerde bitte gerne die ganz ganz tollen gewinne haben ... bittee",yes,"najaaa good lighting conditions ? no fun very very sweet video , I would like to have the very great wins ... please",NDY-247_444
NDY-247,445,affection declaration,0,33,ebru . 3. sami . 3. beide topp !!,yes,ebru . 3. sami . 3. both tops !!,NDY-247_445
NDY-247,447,positive feedback,0,31,"ach neein , wie süß das ist ( : toll was jetzt aus dir geworden ist ( :",yes,"oh no, how sweet that is (: great what has become of you now (:",NDY-247_447
NDY-247,447,compliment,32,71,"ach neein , wie süß das ist ( : toll was jetzt aus dir geworden ist ( :",yes,"oh no, how sweet that is (: great what has become of you now (:",NDY-247_447
NDY-247,451,ambiguous,0,45,"Krass wie schüchtern du da warst , Samilein 3",yes,"Krass how shy you were there, Samilein 3",NDY-247_451
NDY-247,456,affection declaration,0,17,Ich Liebe dich 33,yes,I love you 33,NDY-247_456
NDY-247,458,ambiguous,0,45,Wie er einfach total schüchtern was xD süß :P,yes,How he just totally shy what xD sweet :P,NDY-247_458
NDY-247,459,positive feedback,0,45,"omg sami , dein erstes video ist total süß :D du bist total schüchtern und redest so leise ;) und jetzt bist du ne bombeee xDD hab dich sooo lieb ♥",yes,"omg sami , your first video is totally cute :D you're totally shy and talking so quietly ;) and now you're a bombee xDD love you sooo ♥",NDY-247_459
NDY-247,459,affection declaration,98,126,"omg sami , dein erstes video ist total süß :D du bist total schüchtern und redest so leise ;) und jetzt bist du ne bombeee xDD hab dich sooo lieb ♥",yes,"omg sami , your first video is totally cute :D you're totally shy and talking so quietly ;) and now you're a bombee xDD love you sooo ♥",NDY-247_459
