phrase,label
und will das Buch immernoch auch aus Interesse lesen . Dass es nicht das Meisterwerk der Literatur ist kann man ja logischerweise eh nicht erwarten . ^^,not
Wow du siehst so wunderschön aus !,compliment
Also ich schaue ja jedes Video von euch ! 😉,positive feedback
Hatte a nie etwas zu meckern ..... 😏,positive feedback
Ich habe mal in euren Shop geschaut weil ich mir endlich was zulegen will 😆 😆 😆 Aber könnt ihr mal mehr für Frauen machen da es ja mehr weibliche Fans als männliche gibt / es nur 2 Oberteile für Frauen gibt 👎,not
Das Lied ist voll nicr,positive feedback
Mega Geiles Viedeo !!!!!!!,positive feedback
Weiter so ! 👍 👍,encouragement
Coole Musik,positive feedback
Ich gönn euch den Erfolg !,positive feedback
Kein schlechtes Lied habt ihr,compliment
weiter so Jungs ! ;),encouragement
Cool ihr habt 154 Videos,positive feedback
wie immer cooles Video,positive feedback
und,not
ihr könnt einfach hammer gut singen !!! ♥ ♥,compliment
cooles video dielochis :),positive feedback
2 - 3 Stunden,not
💖,positive feedback
Wow Respekt das ihr so was macht,compliment
es müssten mehr Menschen so sein,not
♥ ♥ ♥,positive feedback
macht noch ein Video,encouragement
Super Idee mit der Community ! Und auch mit der Verlosung :D,positive feedback
woher hast du denn deine jeansjacke und deine Mütze ? :),not
sieht mega gut aus !,compliment
Ihr seid einfach die besten,affection declaration
besstes Lied von den lochis,positive feedback
läuft 👌,positive feedback
Unglaublich schön,positive feedback
<b> - </b>,not
dieses Video brachte mich wirklich zum nachdenken .. !,positive feedback
Weiter so ❤,encouragement
lochis ihr seid die besten,affection declaration
nur tausende Poster in meinem zimmer von euch,positive feedback
Wunderbares Video ! 3,positive feedback
ich find daniela katzenberger eigt cool :D,affection declaration
sie weiß halt wie man sich ins gespräch bringt ;),compliment
man darf bei dem buch und generell bei allem was die macht nicht viel erwarten ;) aber,not
deine review war cool,positive feedback
und,not
ich würd mich über mehr freuen :),encouragement
Roman issz dso sueesz,affection declaration
Du hast dich so krass entwickelt,compliment
love you ❤️,affection declaration
Oh man wie süß du warst 😍 😍 😍 😍 😃 😄,positive feedback
Ich habe noch nie etwas so wundervolles gesehen !,positive feedback
Du bist etwas besonderes !,affection declaration
ich musste weinen,positive feedback
bitte mach weiter ! 💕,encouragement
10 bis 15 Minuten,not
🤗,positive feedback
Also so im Batt mit anziehen und Duschen Zähne putzen Haare machen brauche ich fast zwei ein halb Stunden . weil ich steh immer um 5:00 Uhr auf,not
♡ ♡,positive feedback
voll cooles video ♥,positive feedback
Ja ! !!!!,agreement
Heiko ist coll,affection declaration
wo kann ich diese Mütze finden die Heiko auf hat . Die ist voll cool,positive feedback
doch ich finde sie in Lochi schopp nicht ( =,not
#geilo,positive feedback
Cooles Lied,positive feedback
Du bist echt hübsch * neidisch *,compliment
Ihr seid ein gutes Zeichen,compliment
Niice :),positive feedback
👍,positive feedback
mega geil der Romann,affection declaration
Es ist eine schöne Melodie,positive feedback
ei lochis ihr seit so geil,affection declaration
ich liebe euch,affection declaration
j,not
Roman du singst in der Orodue Hammer geil,compliment
02:56 :DDD,positive feedback
Daumen nach oben,positive feedback
die Parodie ist Nice geworden :),positive feedback
Du bist sehr schön,compliment
.,not
ihr singt richtig gut :-),compliment
nice grichistudios war auch dabei,positive feedback
das ist die beste parody ever,positive feedback
roman istkul,affection declaration
ihr habt ziemlich geile Videos ♡ ♡ ♡ ♡ ♡ ★ ★ ★ ★ ★,positive feedback
und deswegen gebe ich euch eine 1 ✩ mit stern und tausend herzchen ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡,positive feedback
Hi lochis könnt ihr mal ein Lied von ellie goulding zumbeispiel outside oder so bitte und,not
ich finde Euch cool,affection declaration
das lied ist echt geil,positive feedback
in dem Video siehst du echt wunderhübsch aus .,compliment
Die Mütze in Kombination zu der Jeansjacke ist echt schön :),positive feedback
"Also ich trage meist einfach irgendeine kurze Hose und fische mir dann blind aus meinen Kleiderschrank ein Shirt heraus . Das gehört jetzt zwar nicht zu meinem Schlafanzug , aber ich habe ein Stillkissen als Kopfkissen und kann es nur weiter empfehlen . I love it :)",not
super coole Parodie Jungs 😂 😂 😂 😍 👍,positive feedback
wunderschön ❤,positive feedback
haha witzig,positive feedback
cooles Lied ihr beiden 👍,positive feedback
Cool,positive feedback
Ich finde Ohr seit in paar Jahren sehr erfolgreich,encouragement
echt cool,positive feedback
ich finds cool,positive feedback
", und hater . maul !",not
Ich finde es toll das du diese Video antworten miteinbaust,positive feedback
.,not
Und es hat wirklich gute tipps dabei !! :D,positive feedback
süß * __ *,positive feedback
Dass ist dass erste Lied was ich von euch kenne ..,not
so cutee ♡ _ ♡,positive feedback
wow ihr habts echt drauf ;),compliment
Super,positive feedback
ihr seit so geil,affection declaration
ich summ dass Lied immer im unterricht,positive feedback
Grandioses Video :),positive feedback
"finde es super , dass du die Videosequenzen einblendest , die meisten Tipps sind suuper hilfreich :)",positive feedback
"Ich finde , man merkt imemr wieviel Mühe du dir mit der Bearbeitung und dem Schnitt gibst :)",compliment
du bist cool 3,affection declaration
Superheroes-The Script * <del> * Das wäre mega cool^ </del> ^und,not
sehr coole Parodie :-D,positive feedback
hahah 😂 😂,not
cooles viedeo 😂 😂 😍,positive feedback
Wenn ihr doch ach so gerne singt ..,not
Geht zu DSDS kids wehe ich seh euch da beim nächsten mal nicht ! XD,encouragement
Concrafter yeah ! :D,affection declaration
Echt Respekt sowas ist nämlich sehr schwer,compliment
ihr mach coole Songs !! =),compliment
Foll cooles lied 😊,positive feedback
ich brauch 2 min . im Bat 😄 und,not
geiles Video 😂 💓 😘,positive feedback
Du siehst in diesem video richtig hübsch aus . !!,compliment
jungs ich will euch nicht fertig machen aber bei 0:25 siht heiko irgentwie dumm aus !! :D aber ich muss wirklich sagen ich könnte diesen hohen ton nicht besser singen,not
weiter so jungs,encouragement
und läseuch nicht von dummen kommentaren unterkriegen !,not
Du bist sehr schön,compliment
aber beim Singen fehlt dir die Stimme .,not
"Aww , wunderschön ❤",positive feedback
Tolles sehr einzigartiges Video !,positive feedback
Du bist etwas ganz besonderes Luna ❤,affection declaration
hi,not
das viedio ist cool,positive feedback
ihr seid die besten !!!,affection declaration
Geile Parodie 💕,positive feedback
Ihr seht wieder voll geil aus ! xD,compliment
Nice,positive feedback
ich liebe euch,affection declaration
Unglaublich schön Luna,positive feedback
<b> - </b>,not
ich finde das Video so richtig klasse ^^,positive feedback
du gibst dir immer so viel Mühe das ist richtig bewundernswert :),compliment
mach weiter solche Videos •-•,encouragement
sooo alt schon !!!,not
bin stolz auf dich sami :),affection declaration
Wir dachten das du Heiko suchst aber haben nicht gedacht das du dein ladekabel suchst,not
💋 💋,positive feedback
Du Arme !,sympathy
"Ich hab das Gefühl , dass es mir bald genauso gehen wird ... :(",not
Ich finde das Video toll,positive feedback
und,not
in den Strophen ist deine Stimme voll schön,compliment
. Leider hört man sie im Refrain nicht so gut :( kannst du vlt nächstes mal die Efekte leiser und deine Stimme lauter machen ? 3,not
OMG .. !!!! DU BIST SOOOO HÜBSCH . :D :D :D 3,compliment
"Ich finde es sehr toll , dass ihr so eine Aktion gestartet habt ! 💗",compliment
"Leider brauchen viele Menschen auf der Welt unsere Hilfe . Egal ob es in den Kriegsgebieten ist , in Afrika wo Kinder verhungern oder auch jetzt auf den Philippinen !! Wir sollten keinen Menschen auf der Welt vergessen , die alles verloren haben . Lasst uns alle beten und hoffen das die Katastrophen bald ein Ende haben und das jeder ein menschenwürdiges Leben leben kann !",not
❤️,positive feedback
Pray for all the People who needs our help 🙏,sympathy
Wer feiert auch das trotzdem obwohl es 2017 ist also ich schon ❤️ ❤️ ❤️ ❤️,positive feedback
Robin deine Songs sind cool,positive feedback
Diese hohe stimme is soooo suess 3333,compliment
Ja Fabian is einfach dabei,agreement
Mega nice 👌,positive feedback
ihr seid gut - respekt,compliment
aber ALEXIBEXI macht es viel besser daumen hoch für alexibexi !!!!!,not
geil,positive feedback
du arme !!,ambiguous
tolles video !,positive feedback
ist mal was anderes,positive feedback
und war echt hilfreich,not
der film wird geil,positive feedback
roman und heiko ihr seid koregt,compliment
:-) LOL :-),positive feedback
echt geiles Lied 😍 😘 😁,positive feedback
ohaaa :D dieses Lied ist HAMMER ♥,positive feedback
"nach einem mal anhören , konnte ich ( wir ) schon den Refrain ;)",implicit
das Lied ist der Hit Leute ;) und endlich ist es da ♥,positive feedback
"Also es gibt Leute die besser singen , das ist klar :D Aber",not
überhaupt den Mut zu haben hier Videos reinzustellen und alles ( :( Y ),compliment
macht weiter so ( :,encouragement
Liket diesen Kommentar,not
wenn ihr die lochis auch so feiert,implicit
vol geiler song,positive feedback
das ist ei cooles lied,positive feedback
Fabian ist dar,not
er ist so süß,affection declaration
von grschistudios,not
Könnt ihr mal wieder ein Lochi vs Lochi drehen wäre voll cool,encouragement
lol,ambiguous
👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,positive feedback
Es ist scheise von euch so dumme Sachen zu schreiben,not
ich finde das Lied super,positive feedback
voll genial !,positive feedback
ihr seit echt voll süß ! :-D,affection declaration
weiter so !,encouragement
xd Ist es auch !,agreement
sachmal,not
der eine ist voll süß der singt,affection declaration
: also leg noch mal ne platte auf und überlass dich mir,not
Schönes Video ❤️,positive feedback
Wow die beste Parodie bis jetzt find ich 😍 💞,positive feedback
Ich liebe euch 😘 😘 😘,affection declaration
Sehr gute Musik Lochis,positive feedback
", kommt ihr auch mal nach Frankfurt .",not
ihr seid irgendwie dumbus,not
aver cool,affection declaration
cooles Video,positive feedback
ihr seid die besten,affection declaration
ihr seid süß,affection declaration
Soooo ein tolles Video !,positive feedback
gutes Video :),positive feedback
also ich frühstücke vor der Schule garnichts 💪 😅,not
💗,positive feedback
darum * - * dein make up * - *,compliment
kannst du eine make up tutorial machen bitte,not
alder geiler song,positive feedback
Geiler Song,positive feedback
ihr seit die besten Youtuber,affection declaration
Roman 💟,affection declaration
wieder maga geile songparodie,positive feedback
<b> - </b>,not
ich liebe euch,affection declaration
. könnt ihr mir auf intagram folgen ?,not
♡,positive feedback
"sehr informativ , danke dafür :)",positive feedback
cooles lied,positive feedback
voll gut,positive feedback
krass !!,positive feedback
Ich liebe euch,affection declaration
ihr seit so cool,affection declaration
und,not
habt die beste stimme !!,compliment
Mega geile parodie,positive feedback
vor allem wo heiko vor dem auto gepennt hat war mega lolig 😂,positive feedback
Meine Augenringe sind meistens mit Schhlaf genauso groß .,not
Coole Parodie 👍,positive feedback
Mega geil geworden 😊 😍 !,positive feedback
Ein Beispiel wäre,not
sie geben sich viel Mühe,compliment
und,not
die Jungs reisen extra nach köln um neue Parodien für uns zu machen,compliment
sie gehen in den Urlaub und machen da neue Parodien für uns,compliment
lasst mal die Jungs Unruhe,not
sie geben sich viel Mühe,compliment
ihr macht euch dadurch nicht wichtig oder cool lustig ist es noch es ist eher traurig wenn man sowas macht lass die Jungs einfach ihr ding machen hört einfach damit auf dadurch seid ihr nicht cool und das werdet ihr auch nie werden 😨 😈 😊,not
die parodien sind am besten von euch,positive feedback
Was soll man sagen du bist einfach ... Wunderschön und du bewegst die Menschen mit deinen Videos und deiner Art,compliment
",",not
ich griege immer Gänsehaut bei solchen videos,positive feedback
.,not
Du bist unglaublich,affection declaration
",",not
Ich liebe dich ❤️,affection declaration
Sunriser forever ❤️ ✌️,not
super,positive feedback
besser als das original,positive feedback
Ich liebe diesen song,positive feedback
ich höre ihn mir so oft an bis ich ihn auswendig kann,positive feedback
alles was ich brauch ist schlaf,not
cooler song,positive feedback
mega 😊 😍 ❤,positive feedback
richtig geiler song,positive feedback
aufladekabel 👌,not
nice 😋,positive feedback
"Hallo Roman , Hallo Heiko , ich habe nichts gegen eure Lieder und Videos , aber ich kenne die alten lieder z. b. die Parodie von Scream Shout , und die neuen wie z. b. Jetzt Sugar und meine Meinung ist das die neuen lieder mit nicht mehr viel Lust zutun haben und sie einfacht nicht mehr diesen Faktor besitzen das lied spannend oder besser gesagt sie sind nicht mehr so das man sich diese lieder nochmal an hören würde weil es langweilig ist und nicht wirklich gut zu hören sind , naja wie gesagt",not
eure alten lieder sind wirklich sehr gut 👍,positive feedback
Ich hoffe ihr wisst was ich meine . Viel Glück euch weiterhin !,not
1:04 beste szene,positive feedback
Coole Parodie Roman und Heiko,positive feedback
ihr seit sooooooooo cool,affection declaration
Cool Jungs,positive feedback
mein Liebling s lied,positive feedback
Perfekt 💖 😍,positive feedback
Alltag ! :D,not
Tolle Jungs ! ♥,affection declaration
NOCH MEEEEHR VIDEOS DER ART 😍 😍 😍 😍 😍 😍 😍,encouragement
Cooles Video,positive feedback
macht weiter so mit euren Coolen Videos,encouragement
Liebe Grüße eure Marie,not
💖 💖 💖 ❤ ❤ ❤ 😘 😘 😘 ❤ ❤ ❤ 💖 💖 💖,positive feedback
;),positive feedback
Ihr opfer hört auf DieLochis zu beleidigen macht das erst mal selber,not
die haben Mut und trauen sich egal ob es peinlich ist,compliment
sie machen es trotzdem gut,positive feedback
machts erstmal besser,not
Samiii ...,not
Och wie süß ... :D,positive feedback
Süß 😍 😍 😍 😍,positive feedback
Fabian 😍 ❤,affection declaration
cool,positive feedback
😍,positive feedback
das kommentar find ich iwie cool ^^,positive feedback
"Cool , Geil , 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌",positive feedback
du siehst so unglaublich schön aus !!,compliment
Luna du bist so hübsch !,compliment
Und das Video ist richtig schön geschnitten ❤️ ❤️,positive feedback
ihr seid die besten Youtuber,affection declaration
Coole Stimmen und coole ideen,compliment
einfach nur hammer ❤ ❤,positive feedback
Wie ich euch liebe ! 💗,affection declaration
das ist eins deiner besten videos !,positive feedback
es berührt mich auf einer ganz anderen unbeschreiblichen ebene .. ♡,positive feedback
danke dafür,gratitude
",",not
"Mach das worauf du bock hast , mach einfach so weiter",encouragement
du bist unglaublich ♥ ♥ ♥,affection declaration
danke für dieses tolle Video,gratitude
sowas von geil lochis,positive feedback
Kaufe einfach ein neues ! 😜 Spaß !,not
I ❤ U,affection declaration
cooles Lied,positive feedback
einfach hamma geil !!!,positive feedback
alle die meinen ihr könnt nicht singen sind einfach nur eifersüchtig auf euch !!!,not
ihr seid soo süß ♥ ♥,affection declaration
Cooooooooooool,positive feedback
3,positive feedback
Tolle Tipps,positive feedback
.,not
Vielen Dank dafür !,gratitude
das augen make up ist ja der wahnsinn :D,compliment
und,not
wie immer hast du dein Vorgehen super erklärt :-)) !!!,compliment
👍 👍 👍 💋 💋,positive feedback
Hübsches Make-up und tolle Haare !! * - *,compliment
Danke für die Tipps !!,gratitude
ich finde dieses Video eigentlich gands cool,positive feedback
Du bist toooll 3,affection declaration
Du bist sooooooooooooo süß,affection declaration
echt toll man,positive feedback
+ Lisa Eichhöfer,not
damit meine ich das ist wirklich der beste Parodie Song von die Lochis :),positive feedback
Ein super Video :),positive feedback
"Die Art deiner Videos ist so einzigartig und speziell , ich liebe es !",positive feedback
Weiter so 3,encouragement
roman deine Harre sind cooler als früher,compliment
aber Heikos waren früher besser,not
roman heiko können singen,compliment
die beiden haben eine so geile stimme,compliment
die sind so hübsch und können singen,compliment
da passt alles,positive feedback
refrain ist am Besten ;* *,positive feedback
ihr seid voll süßß und Geil ;D 3,affection declaration
ich finde es gut,positive feedback
Du hast mich mit diesem Video so gefesselt . Ich konnte fast nicht mehr abschalten,positive feedback
.,not
Richtig tolll,positive feedback
.,not
Dein Make up sieht so schön aus,compliment
.,not
Du hast eine Art an dir die nicht jeder hat,compliment
.,not
Eine Warme und doch dunkle mystische Art die ich an dir liebe,affection declaration
.,not
Mach weiter so luna ❤ 👍 😍 😘,encouragement
das video ist viel besser weil fabi von grischistudios dabei is <b> - </b> xD,positive feedback
Das Video ist dir gut gelungen :),compliment
Toll ☺️,positive feedback
+ The Joker,not
es ist aber wirklich süß ;),positive feedback
cool,positive feedback
"ich schlafe in der boxershort meines freundes und top :D ,",not
die mütze steht dir echt super :),compliment
Geiles Video,positive feedback
Wow,positive feedback
. Ich bin sprachlos .,not
Das ist soo schoen und gut gemacht :),positive feedback
"Danke , dass du uns daran teilhaben laesst ! 3",gratitude
Und liebe Luna du bist immernoch die beste 3,affection declaration
ich liebe dich,affection declaration
Guck ich mal an ! Du bist wahrscheinlich ein Opfer der keine hobbys hat und nichts zu tun hat !! Dann noch mega hässlich !!! Dumm rum haten und sonst nicht mal bis eins zählen können !! Du tust mir mega leid !!!,not
Du darfst stolz sein so welche tollen Menschen auf YouTube zu sehen !!!,implicit
Also halt nächstes mal einfach dein maul !!,not
Wieder mal geil,positive feedback
Cool,positive feedback
als die tränen flossen musste ich mir die tränen zurück halten,positive feedback
...,not
Ihr seid so cool,affection declaration
"Roman damals beim wer wird deutschlands bester sänger stand da noch das du eine eigende bent namens , , iron dogs hattest und",not
du könntst früher auch schon gut singen,compliment
Beste Parodie Ever <b> - </b> 3,positive feedback
( :,positive feedback
echt tolle Idee mit den Tipps . Ich werde da auch mal das ein oder andere probieren :),positive feedback
"selbst beutze ich momentan Apfelessig . Der riecht zwar schrecklich aber wirkt echt gut , denn er wirkt entzündungshemmend und abschwellend .",not
Tolles Video :),positive feedback
ich mach es fast genauso wie du :p,not
roman sing total gut,compliment
Ich brauche um Badezimmer meistens so 30 - 40 min 😂,not
❤️,positive feedback
Macht mal wieder lochi vs lochi bitte,encouragement
NiCe NiCe ;D,positive feedback
hey leute mann,not
ich finde alle sollen gefällt mir drücken,positive feedback
nicht jeder traut sich ihn youtube ein viedeo hochzuladen :),implicit
cool,positive feedback
gutes format mit den community-teilen :),positive feedback
wer meint das sie scheisse singen soll sich halt das video nicht an hören - . - es gibt echt dumme leute - . -,not
ich finde Heiko und Roman gut :),compliment
ihr zwei macht tolle videos ❤ 👍,compliment
Trag die Haare mit der Mütze öfter so !,encouragement
Sieht echt hammer hübsch aus ! * - * ♥,compliment
coole parodie jungs :),positive feedback
best youtuber ever,affection declaration
ihr seit die besten,affection declaration
list das im video bitte bitte bitte,not
"Haha ,",not
"mal wieder ein richtig cooles Video , Jungs !",positive feedback
Großes Lob ! ❤ 💖 😚 😚,compliment
@DieLochis,not
Also ich fandy gut :),positive feedback
😍 😍 😍 🤘 👍,positive feedback
Wunderschöne Stimme Luna,compliment
.,not
Ich bin total gerührt 😍,positive feedback
❤️,positive feedback
du bist so hübsch oh gott,compliment
Gut 😉,positive feedback
Du kannst gut singen,compliment
♡,positive feedback
Ihr seid toll,affection declaration
Das Video ist dir echt echt echt guut gelungen ! :),compliment
ich liebe euch,affection declaration
cooles Video 😗,positive feedback
"Ich trage immer Zweiteiler , kurz oder lang , Hauptsache gemütlich !",not
Stell mir grad dich im Schlafanzug von Kein Ohrhase vor .... voll cool :))))),positive feedback
das video ist wirklich super !,positive feedback
ich bedanke mich für die vielen hilfreich klingenden tipps ! :D,gratitude
megaa,positive feedback
ihr seid so cool 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎,affection declaration
geiles Lied,positive feedback
du bist so hübsch,compliment
kannst du mal ein Video über deine haare in dem Video machen ? und,not
ich find es so toll zu denken das mann dich kennt ! :),positive feedback
anatomisch unmöglich aber ansich haste recht .,not
Die Jungs machen ne gute Arbeit,compliment
weiter so !!!!,encouragement
wohl geil,positive feedback
das war lustig,ambiguous
Mir sonst wars ok,not
ja toll ihr seid zwar nicht die weltmeister im singen aber,not
ihr habt Mut das auf youtube zu stellen !,compliment
manche die schreibe ... dass ihr zB. scheiße singt oder so was würden sich nicht einmal trauen zu singen und das auf youtube zu stellen ! Also,not
Respekt von mir,compliment
. Und ich hab noch ne frage wer von euch liest die kommentare ? und irgendwie schaut ihr ziemlich gleich aus :O keine beleidigung ! Beim ersten video von euch dachte ich das singt nur einer und es ist zusammengeschnitten :D LG scheissdrauf2000,not
Supi !!,positive feedback
Ich liebe daaruum,affection declaration
... Haha,not
ich mag deine Videos,positive feedback
ich liebe das video,positive feedback
ich gug das jeden tag,positive feedback
Geil ❤️ ❤️ ❤️,positive feedback
geil geil,positive feedback
die aus frankreich war ja mal total süß !,affection declaration
Das pickel ;) ♥,not
Auf jeden fall besser als das lied im original 👍 😊,positive feedback
du bist hier wie cool,positive feedback
Heiko ❤,affection declaration
ihr seit echt so geil 😎 😎 😎 😎 😎 😎 😎 😎,affection declaration
cool Video,positive feedback
Das ist echt Klasse !,positive feedback
", aber vllt. kannst du ja mal ein lied auf Englisch singen ;) ,",not
du hast ne wirklich gute stimme- muss ich sagen :),compliment
Omg das ist so süüs ❤ 😍 😍,positive feedback
Wie süß du bist :D,affection declaration
Hast ein richtig gutes Selbstvertrauen aufgebaut,compliment
.,not
Du kannst stolz auf dich sein Sami :) Wirklich . ♥,compliment
alter wie lol,ambiguous
"in diesem video bist du so schön !!! vor allem deine augen , die glänzen * __ *",compliment
ich hätte das buch auch gelesen ^^,not
ich finde die iwie lustig ;D,compliment
ihr richtig cool 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,affection declaration
Die Jungs Sachen passen 1 zu1 zu mir und ich bin ein Mädchen 😂 🤷🏻,not
❤️,positive feedback
die idee mit den community videos toll,positive feedback
... und,not
das sind alle sehr gute tipps :D,positive feedback
Vielen Dank für das tolle Video !,gratitude
"ich hab mich gerade eben erst im Internet informiert , weil ich leider mit meiner Haut zu kämpfen habe !",not
"Wirklich klasse Tipps hier in dem Video , wird ich gleich heute Abend probieren !!!!",positive feedback
So ein tolles video ♥,positive feedback
Ich mach auch youtube Videos :),not
Geil ;-),positive feedback
Ich schaue jeden song,positive feedback
Ihr werdet immer besser ❤,compliment
Mega geile Song Parodie 🙈,positive feedback
Tolles Video,positive feedback
", die bist doch noch mit Dima zusammen oder ??",not
cool,positive feedback
Find ich cool 😍 ❤ ❤,positive feedback
Du bist so extrem hübsch Omg,compliment
Das Video hat mir ebenfalls echt sehr sehr gut gefallen ! * ___ *,positive feedback
Hammer Make-Up,compliment
",",not
du siehst echt richtig toll aus !,compliment
❤,positive feedback
voll cool das Video,positive feedback
.,not
Die Lochis sind coool,affection declaration
.,not
sie sind die besten,affection declaration
Mal wieder eine Mega parodie Jungs,positive feedback
ihr seit echt die besten,affection declaration
Weiter so,encouragement
SAMIIIII 😍,affection declaration
😪,not
Du bist ja süüß ;),affection declaration
Ich mag deine Denkensweise :) xD,compliment
Heiko Oberkörper frei 😵 😍 ich bin tot 👅 💍,affection declaration
einfach nur cool,positive feedback
Hey Lochis,not
ich finde euren Kanal hamma,positive feedback
ich drehen auch videos schaut sie euch mal an echt verückt bitte aboniert mich,not
habe euch auch Aboniert,positive feedback
Hammer song,positive feedback
nicht mal richtig durch gehört und des gefällt mit schon,positive feedback
habt echt was geschafft was nicht viele schaffen :)))),compliment
Erinnert mich an tumblr . ❤,not
mach weiter so 💕,encouragement
du stichst dih einfach aus alles youtubern mit deiner besonderen art und videos hervor 💕,compliment
weiter so 😍,encouragement
Nicer song,positive feedback
geiler song Heiko und Roman :D,positive feedback
),not
Super Video ♥,positive feedback
Wer guckt es noch 2017 ?,not
😍 😍 ❤ ❤,positive feedback
Cool,positive feedback
Ich liebe euch lochis,affection declaration
umwerfend,positive feedback
die lochis sind voll süß,affection declaration
und auch,not
die besten Senger,compliment
goil ♥,positive feedback
läuft bei euch bei dem Lied aber im positiven Sinne 😂 😂 😂 😂 😂,positive feedback
😘,positive feedback
Der song ist geil und sehr coool,positive feedback
gott heiko mit seinem süßen lächeln * - *,affection declaration
haha :DD,ambiguous
Voll cool Lochis,positive feedback
.,not
Auch wenn du nur laberst will man dir zuhören :) ),positive feedback
ich find deine rewiev im großen und ganzen sehr gut,positive feedback
"Daniela Katzenberger geht mich eigentlich nichts an , ich mein , wenn sie was machen will soll sies machen , ich hab nichts dagegen , bin aber auch kein wirklicher fan .. für mich wird das heute ein Halloween-Party-Planungstag ! : PP",not
Das ist so was von Geil,positive feedback
geil schon über 1mio aufrufe,positive feedback
"Ich finde es total super , dass du communityvideos machst :)",positive feedback
"So findet jeder etwas , was einem hilft :)",not
ich liebe euch,affection declaration
Ich finde euch einfach geil,affection declaration
Echt süßes video :) 3,positive feedback
Cool,positive feedback
beantworte doch mal Kommentare !!!!! (,not
das war echt ein tolles video !,positive feedback
),not
mädel 😂,not
😘,positive feedback
sieht ja cool aus hihi :D,positive feedback
aber jetzt mal was wirklich ehrliches,not
ich finde deine videos echt klasse,positive feedback
einige tipps benutze ich sogar ganz oft morgens wenn ich in die schule fahr,positive feedback
..,not
du machst das wirklich gut :D,compliment
❤ ❤ ❤,positive feedback
Lynn Leyka : geht mir auch so 😅 Spaß ich heiße auch Lynn 🙈,not
♥️,positive feedback
🙈,not
ist komisch aber,not
ich mag euch XD,affection declaration
Super tolles Video :),positive feedback
und,not
sehr Hilfreich 33,positive feedback
Roman du bist so süß !!!!! Heiko auch ! ( :,affection declaration
Ich hab am Freitag dem 28. 11. Geburtstag ! Macht am Samstag eine Parodie von hot n cold bitte !!! ( kleines Geburtstagsgeschenk ),not
"genau , jeder muss mal anfangen und",not
ich find ihre Videos super !,positive feedback
Weiter so ! ;),encouragement
Wunderschön dein Gesamtlook in diesem Video !,compliment
ihr seid russen oder ach,not
ihr seid einfach cool,affection declaration
das community-format gefällt mir bei themen wie diesem hier sehr gut !,positive feedback
jeder macht andere erfahrungen und sie auf diesem weg zu teilen ist eine gute idee ( :,positive feedback
Du siehst so hübsch aus mit der Mütze :),compliment
Hahahahaha omg diese Stimme :D :D,positive feedback
Ich liebe das was du machst . Was du bist . 3,affection declaration
gaeiele ☺ ☺ ☺,positive feedback
deine Schönheit ist unverschämt !! :D :D :D :D ♥,compliment
..,not
du solltesdt echt model werden ! ;),compliment
lixius stimme ist so sexy :D,compliment
Danke für die tipps :),gratitude
ihr seid so schnuckelig ! :) 3,affection declaration
geil,positive feedback
roman 3,affection declaration
richtig gut !!!,positive feedback
Vll könnt ihr ja mal ein Lied covern also richtig nach singen .,not
😉 😊 👍,positive feedback
baor geil,positive feedback
wie wers mit ein faan treffen egal wo am besten berlin biiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiin,not
tolle ideen :),positive feedback
coole videoidee :),positive feedback
"Also da muss ich gleich ein paar Sachen loswerden . ( : - Also ich schlafe eig. auch immer mit einem viel zu großen T-Shirt , aber genau gestern habe ich meinen ersten PJ eingeweiht . ^^ -",not
Du siehst so schön aus in dem Video,compliment
und,not
bist total toll geschminkt . * - *,compliment
"- Sonst kam bei mir immer auf der Starseite bei facebook eine Werbung genau mit diesen Einteiler-Schlafanzügen , nur heute nicht . - . - Aber wenns wieder kommt , erfährst du das . :D - Und achja ,",not
ich liebe deine Videos ! ;),positive feedback
1:12,not
ist das etwa dillan ? 😱 😂 ❤,implicit
meger geiel das Lied,positive feedback
Wow,positive feedback
<del>,not
Das Video ist einfach nur wunderschön,positive feedback
</del>,not
Mir fehlen einfach die Worte,positive feedback
Du bist wunderschön,compliment
